,id,created_at,text,company
0,1474695279416946691,2021-12-25 10:55:27+00:00,b'@FernBrady @HSBC_UK I do not wish to alarm you but this might impact your credit rating.',HSBC
1,1474397455471026180,2021-12-24 15:12:01+00:00,b'@FernBrady @HSBC_UK Oh my gosh! Is this going to have the same negative impact on your credit score?!',HSBC
2,1474051962127663115,2021-12-23 16:19:08+00:00,b'@HSBC_UK Not what I was asking you do to. Asking you to seriously think about the impact of sending such menacing text messages so close to Christmas.',HSBC
3,1474418689516748801,2021-12-24 16:36:23+00:00,"b'@HSBC_UK @nationaltrust Planting a few trees vs. channeling $3.8 trillion into coal, oil and gas since 2015, rapidly accelerating the climate crisis. Please get your priorities straight. #greenwashing'",HSBC
4,1474106671358164995,2021-12-23 19:56:32+00:00,b'@HSBC_UK @nationaltrust Aren\xe2\x80\x99t you the 2nd highest investor in #fossilfuel extraction in Europe?\nI seriously doubt those trees are going to offset the amount you\xe2\x80\x99re investing are they?\nHow about divesting? \nThat would do more good than some #greenwashing about tree planting.\n#ActNow #tellthetruth',HSBC
5,1474078337513541634,2021-12-23 18:03:57+00:00,"b""@HSBC_UK Perhaps it's time to stop investing in oil and gas @HSBC_UK?\n\nhttps://t.co/PLrKlPAP3V""",HSBC
6,1474071952658681861,2021-12-23 17:38:35+00:00,b'@HSBC_UK @nationaltrust Stop investing in fossil fuels then! #greenwashing',HSBC
7,1473590868984705025,2021-12-22 09:46:55+00:00,b'Almost \xc2\xa3400 fraudulently taken from my @HSBC_UK account the week before Xmas. I\xe2\x80\x99ve been advised that \xe2\x80\x9cin the current climate it can take up to 90 days to review the case and a further 60 to resolve it\xe2\x80\x9d \nSome customer service that.',HSBC
8,1473408371415863296,2021-12-21 21:41:45+00:00,b'RT @ScurvyPete13: @HSBC_UK @nationaltrust How about stop investing in #FossilFuel \nThat would be much better than boasting about the compar\xe2\x80\xa6',HSBC
9,1473353587644370957,2021-12-21 18:04:03+00:00,"b'@HSBC_UK Wow, coal use (in terms of TWh) has increased by nearly 30% in the last ~ 20 years so how much will it increase by in the next ~ 20 years \xf0\x9f\xa4\x94 \xf0\x9f\x98\x8c @ajlabs #green #ClimateCrisis #renewableenergy #greed https://t.co/xvNta7Adis'",HSBC
10,1473348389383323659,2021-12-21 17:43:24+00:00,"b'RT @EnergySysCat: 13 innovators have been selected for the 1st cohort of our new Climate Innovation Platform (CIP), focused on driving #ene\xe2\x80\xa6'",HSBC
11,1473346289215721475,2021-12-21 17:35:03+00:00,"b'13 innovators have been selected for the 1st cohort of our new Climate Innovation Platform (CIP), focused on driving #energy technology #innovation \xf0\x9f\x92\xa1\n\nCIP is supported by @HSBC_UK and in partnership with @unibirmingham.\n\nLearn more about the #SMEs here: https://t.co/NsartrG54w https://t.co/NypME8kizf'",HSBC
12,1473062592813936647,2021-12-20 22:47:44+00:00,"b'RT @hedgemustard: @HSBC_UK @nationaltrust Greenwash captures customers, even though HSBC = climate breakdown https://t.co/32UNp8lajg'",HSBC
13,1473003809890787333,2021-12-20 18:54:10+00:00,"b'@RhonddaBryant As it was months ago there is no excuse Sent them to @premnsikka too No reply from him either but he said he got 100,000 replies from elderly so fair enough He is deluged w proof of criminal actions @HSBC_UK rape mothers &amp; sons for fraud Cut off water &amp; heating'",HSBC
14,1475225863004164096,2021-12-26 22:03:48+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
15,1475148493023252480,2021-12-26 16:56:22+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
16,1475059933880147969,2021-12-26 11:04:28+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
17,1475017931268444161,2021-12-26 08:17:33+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
18,1474851391491477515,2021-12-25 21:15:47+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
19,1474793192927424513,2021-12-25 17:24:32+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
20,1474791146379522051,2021-12-25 17:16:24+00:00,"b'RT @HSBC: The way we look at business, investment and philanthropic activities is changing \xe2\x80\x93 and, along with it, how we talk about impact.'",HSBC
